DATE,yhat_lower,yhat_upper,CC Volume
2018-10-03,281.66906077505104,673.4135762069766,435.4126872030095
2018-10-04,260.5141301016805,624.7002484948109,407.3278132718493
2018-10-05,247.5702317742279,611.497360072689,392.9982613593455
2018-10-06,47.934358115729,115.06154454914727,75.73362805426775
2018-10-07,31.682467435708972,76.77261798873859,49.73143371320924
2018-10-08,270.5129696159818,637.3533668336476,421.2727636077748
2018-10-09,269.3658330857414,636.9287695429579,417.778810855246
2018-10-10,257.37669572896976,620.7518182137475,398.67621199589234
2018-10-11,239.6787400713649,580.8331159722495,377.9365863874732
2018-10-12,234.29680928371633,598.1391580231303,370.5073826210349
2018-10-13,45.56988142239498,111.24041000780274,72.71969395367212
2018-10-14,32.11596629738178,75.91590687706777,48.73017726469061
2018-10-15,272.54445953455973,655.3413699484587,421.8685701875629
2018-10-16,276.91253400648975,657.7711216585609,427.98320473138347
2018-10-17,265.4472874308894,635.0164466510198,417.97428861071296
2018-10-18,267.24883413219845,611.4182151929969,405.44706238058643
2018-10-19,263.75899454334854,616.3153624253656,406.4322129529509
2018-10-20,53.63596419093367,127.33435597185611,81.46428005876233
2018-10-21,35.44315959298697,87.19566554998428,55.648579462394444
2018-10-22,308.53045749642524,752.8073274395772,489.97927116970385
2018-10-23,330.1371660261903,775.3435693246403,504.17934678385416
2018-10-24,308.89471032494305,766.8074184219299,497.8715740603801
2018-10-25,320.7481245510245,747.0579003516185,486.66974104873253
2018-10-26,310.6380145256609,743.7685165986165,489.8371983969799
2018-10-27,61.41564868068165,159.13359534182422,98.21387524314216
2018-10-28,45.034828166424,107.59640277796204,66.86038406993146
2018-10-29,371.0251752509229,904.1817253947505,584.5198186543188
2018-10-30,367.5861317224998,900.9924734953612,595.0899109325517
2018-10-31,368.3847144561427,890.1640081922336,579.523994079402
2018-11-01,350.1141005393249,863.9028992570869,557.023829154331
2018-11-02,351.67326159415757,861.911403750535,549.9038582246977
2018-11-03,67.97840163632794,165.9180673378776,107.92540713124954
2018-11-04,47.532368191143945,110.54748246177832,71.81067474060036
2018-11-05,395.7074020372716,959.4195658324318,613.0449885870661
2018-11-06,391.27611683610064,950.3491926244723,609.2745040940144
2018-11-07,373.89070883665875,894.7475062649406,579.385603033792
2018-11-08,346.0114200465625,837.3948396021037,544.2834557670292
2018-11-09,333.9743985389538,797.8310055386883,525.9356037040542
2018-11-10,66.858184677185,156.42097139754662,101.2362773828068
2018-11-11,40.484839814990835,104.2863882202874,66.22921550050903
2018-11-12,367.30648487567777,869.5231525353425,557.5225812215443
2018-11-13,357.80070336246746,864.1821060077901,548.1502861371679
2018-11-14,342.531700574572,803.6570154625092,517.4700004028913
2018-11-15,316.1946768231358,751.7089269440638,484.34375316420704
2018-11-16,303.1080692509556,734.9514848793365,468.03156783391984
2018-11-17,59.45147645315645,143.37252662702946,90.42203691902881
2018-11-18,37.888368979184186,92.40463450036654,59.579909628066716
2018-11-19,334.697061980369,822.0539971781243,506.7974494692606
2018-11-20,324.01329585649995,807.7035081013597,504.9597942878255
2018-11-21,313.30286191926155,746.5449168988472,484.294448990126
2018-11-22,291.24751296091466,713.8457250642385,461.43985632446163
2018-11-23,299.1669863267263,692.0863290189026,454.57617914562144
2018-11-24,57.98975460583637,133.19978265604496,89.6094098153194
2018-11-25,38.60239266751881,94.3837203095538,60.26119179145636
2018-11-26,341.1749195549617,807.7075987553505,522.9622354380285
2018-11-27,343.21506933030327,797.5545746991438,531.0825662154325
2018-11-28,337.30978887276206,788.8077401107573,518.3195850996406
2018-11-29,319.912885806901,751.960274269866,501.48669590968353
2018-11-30,324.2750344802989,763.9678006529563,500.33904125961976
